,household_id,income_bracket,age,family_size,sex,prev_interactions,price,purchase,race,state
2242,62,60k–70k,35,2,M,0,40,1,White,AL
2247,62,60k–70k,35,2,M,0,35,1,White,AL
2252,62,60k–70k,35,2,M,0,30,1,White,AL
2257,62,60k–70k,35,2,M,0,25,1,White,AL
2262,62,60k–70k,35,2,M,0,20,1,White,AL
2267,62,60k–70k,35,2,M,0,15,1,White,AL
2268,63,60k–70k,48,1,M,0,50,1,White,AL
2273,63,60k–70k,48,1,M,0,45,1,White,AL
2278,63,60k–70k,48,1,M,0,40,1,White,AL
2283,63,60k–70k,48,1,M,0,35,1,White,AL
2288,63,60k–70k,48,1,M,0,30,1,White,AL
2293,63,60k–70k,48,1,M,0,25,1,White,AL
2298,63,60k–70k,48,1,M,0,20,1,White,AL
2303,63,60k–70k,48,1,M,0,15,1,White,AL
2304,64,60k–70k,30,2,M,1,50,0,Black,AL
2309,64,60k–70k,30,2,M,1,45,0,Black,AL
2314,64,60k–70k,30,2,M,1,40,1,Black,AL
2319,64,60k–70k,30,2,M,1,35,1,Black,AL
2324,64,60k–70k,30,2,M,1,30,1,Black,AL
2329,64,60k–70k,30,2,M,1,25,1,Black,AL
2334,64,60k–70k,30,2,M,1,20,1,Black,AL
2339,64,60k–70k,30,2,M,1,15,1,Black,AL
2340,65,60k–70k,36,3,F,0,50,0,White,AL
2345,65,60k–70k,36,3,F,0,45,0,White,AL
2350,65,60k–70k,36,3,F,0,40,0,White,AL
2355,65,60k–70k,36,3,F,0,35,0,White,AL
2360,65,60k–70k,36,3,F,0,30,0,White,AL
2365,65,60k–70k,36,3,F,0,25,1,White,AL
2370,65,60k–70k,36,3,F,0,20,1,White,AL
2375,65,60k–70k,36,3,F,0,15,1,White,AL
2376,66,60k–70k,33,2,M,0,50,1,Black,AL
2381,66,60k–70k,33,2,M,0,45,1,Black,AL
2386,66,60k–70k,33,2,M,0,40,1,Black,AL
2391,66,60k–70k,33,2,M,0,35,1,Black,AL
2396,66,60k–70k,33,2,M,0,30,1,Black,AL
2401,66,60k–70k,33,2,M,0,25,1,Black,AL
2406,66,60k–70k,33,2,M,0,20,1,Black,AL
2411,66,60k–70k,33,2,M,0,15,1,Black,AL
2412,67,60k–70k,40,4,F,0,50,0,Black,AL
2417,67,60k–70k,40,4,F,0,45,0,Black,AL
2422,67,60k–70k,40,4,F,0,40,0,Black,AL
2427,67,60k–70k,40,4,F,0,35,0,Black,AL
2432,67,60k–70k,40,4,F,0,30,0,Black,AL
2437,67,60k–70k,40,4,F,0,25,0,Black,AL
2442,67,60k–70k,40,4,F,0,20,0,Black,AL
2447,67,60k–70k,40,4,F,0,15,1,Black,AL
2448,68,60k–70k,67,3,M,0,50,0,Hispanic,AL
2453,68,60k–70k,67,3,M,0,45,0,Hispanic,AL
2458,68,60k–70k,67,3,M,0,40,0,Hispanic,AL
2463,68,60k–70k,67,3,M,0,35,0,Hispanic,AL
2468,68,60k–70k,67,3,M,0,30,0,Hispanic,AL
2473,68,60k–70k,67,3,M,0,25,0,Hispanic,AL
2478,68,60k–70k,67,3,M,0,20,0,Hispanic,AL
2483,68,60k–70k,67,3,M,0,15,0,Hispanic,AL
2484,69,60k–70k,18,4,F,0,50,0,White,AL
2489,69,60k–70k,18,4,F,0,45,0,White,AL
2494,69,60k–70k,18,4,F,0,40,0,White,AL
2499,69,60k–70k,18,4,F,0,35,0,White,AL
2504,69,60k–70k,18,4,F,0,30,1,White,AL
2509,69,60k–70k,18,4,F,0,25,1,White,AL
2514,69,60k–70k,18,4,F,0,20,1,White,AL
2519,69,60k–70k,18,4,F,0,15,1,White,AL
2520,70,60k–70k,47,1,F,0,50,1,White,AL
2525,70,60k–70k,47,1,F,0,45,1,White,AL
2530,70,60k–70k,47,1,F,0,40,1,White,AL
2535,70,60k–70k,47,1,F,0,35,1,White,AL
2540,70,60k–70k,47,1,F,0,30,1,White,AL
2545,70,60k–70k,47,1,F,0,25,1,White,AL
2550,70,60k–70k,47,1,F,0,20,1,White,AL
2555,70,60k–70k,47,1,F,0,15,1,White,AL
2556,71,60k–70k,19,1,F,0,50,1,White,AL
2561,71,60k–70k,19,1,F,0,45,1,White,AL
2566,71,60k–70k,19,1,F,0,40,1,White,AL
2571,71,60k–70k,19,1,F,0,35,1,White,AL
2576,71,60k–70k,19,1,F,0,30,1,White,AL
2581,71,60k–70k,19,1,F,0,25,1,White,AL
2586,71,60k–70k,19,1,F,0,20,1,White,AL
2591,71,60k–70k,19,1,F,0,15,1,White,AL
2592,72,60k–70k,33,2,M,3,50,0,White,AL
2597,72,60k–70k,33,2,M,3,45,0,White,AL
2602,72,60k–70k,33,2,M,3,40,0,White,AL
2607,72,60k–70k,33,2,M,3,35,1,White,AL
2612,72,60k–70k,33,2,M,3,30,1,White,AL
2617,72,60k–70k,33,2,M,3,25,1,White,AL
2622,72,60k–70k,33,2,M,3,20,1,White,AL
2627,72,60k–70k,33,2,M,3,15,1,White,AL
2628,73,60k–70k,52,1,F,0,50,1,Black,AL
2633,73,60k–70k,52,1,F,0,45,1,Black,AL
2638,73,60k–70k,52,1,F,0,40,1,Black,AL
2643,73,60k–70k,52,1,F,0,35,1,Black,AL
2648,73,60k–70k,52,1,F,0,30,1,Black,AL
2653,73,60k–70k,52,1,F,0,25,1,Black,AL
2658,73,60k–70k,52,1,F,0,20,1,Black,AL
2663,73,60k–70k,52,1,F,0,15,1,Black,AL
2664,74,60k–70k,40,2,M,0,50,0,White,AL
2669,74,60k–70k,40,2,M,0,45,0,White,AL
2674,74,60k–70k,40,2,M,0,40,0,White,AL
2679,74,60k–70k,40,2,M,0,35,0,White,AL
2684,74,60k–70k,40,2,M,0,30,1,White,AL
2689,74,60k–70k,40,2,M,0,25,1,White,AL
2694,74,60k–70k,40,2,M,0,20,1,White,AL
2699,74,60k–70k,40,2,M,0,15,1,White,AL
2700,75,60k–70k,26,5,M,0,50,0,White,AL
2705,75,60k–70k,26,5,M,0,45,0,White,AL
2710,75,60k–70k,26,5,M,0,40,0,White,AL
2715,75,60k–70k,26,5,M,0,35,0,White,AL
2720,75,60k–70k,26,5,M,0,30,0,White,AL
2725,75,60k–70k,26,5,M,0,25,0,White,AL
2730,75,60k–70k,26,5,M,0,20,1,White,AL
2735,75,60k–70k,26,5,M,0,15,1,White,AL
2736,76,60k–70k,30,5,M,0,50,0,White,AL
2741,76,60k–70k,30,5,M,0,45,0,White,AL
2746,76,60k–70k,30,5,M,0,40,0,White,AL
2751,76,60k–70k,30,5,M,0,35,0,White,AL
2756,76,60k–70k,30,5,M,0,30,0,White,AL
2761,76,60k–70k,30,5,M,0,25,0,White,AL
2766,76,60k–70k,30,5,M,0,20,0,White,AL
2771,76,60k–70k,30,5,M,0,15,0,White,AL
2772,77,60k–70k,47,2,F,0,50,0,Black,AL
2777,77,60k–70k,47,2,F,0,45,0,Black,AL
2782,77,60k–70k,47,2,F,0,40,0,Black,AL
2787,77,60k–70k,47,2,F,0,35,1,Black,AL
2792,77,60k–70k,47,2,F,0,30,1,Black,AL
2797,77,60k–70k,47,2,F,0,25,1,Black,AL
2802,77,60k–70k,47,2,F,0,20,1,Black,AL
2807,77,60k–70k,47,2,F,0,15,1,Black,AL
2808,78,60k–70k,30,2,F,0,50,0,White,AL
2813,78,60k–70k,30,2,F,0,45,1,White,AL
2818,78,60k–70k,30,2,F,0,40,1,White,AL
2823,78,60k–70k,30,2,F,0,35,1,White,AL
2828,78,60k–70k,30,2,F,0,30,1,White,AL
2833,78,60k–70k,30,2,F,0,25,1,White,AL
2838,78,60k–70k,30,2,F,0,20,1,White,AL
2843,78,60k–70k,30,2,F,0,15,1,White,AL
2844,79,60k–70k,41,3,F,0,50,0,White,AL
2849,79,60k–70k,41,3,F,0,45,0,White,AL
2854,79,60k–70k,41,3,F,0,40,0,White,AL
2859,79,60k–70k,41,3,F,0,35,0,White,AL
2864,79,60k–70k,41,3,F,0,30,0,White,AL
2869,79,60k–70k,41,3,F,0,25,0,White,AL
2874,79,60k–70k,41,3,F,0,20,1,White,AL
2879,79,60k–70k,41,3,F,0,15,1,White,AL
2880,80,60k–70k,39,2,M,0,50,0,Black,AL
2885,80,60k–70k,39,2,M,0,45,0,Black,AL
2890,80,60k–70k,39,2,M,0,40,0,Black,AL
2895,80,60k–70k,39,2,M,0,35,1,Black,AL
2900,80,60k–70k,39,2,M,0,30,1,Black,AL
2905,80,60k–70k,39,2,M,0,25,1,Black,AL
2910,80,60k–70k,39,2,M,0,20,1,Black,AL
2915,80,60k–70k,39,2,M,0,15,1,Black,AL
2916,81,60k–70k,31,1,M,4,50,1,Black,AL
2921,81,60k–70k,31,1,M,4,45,1,Black,AL
2926,81,60k–70k,31,1,M,4,40,1,Black,AL
2931,81,60k–70k,31,1,M,4,35,1,Black,AL
2936,81,60k–70k,31,1,M,4,30,1,Black,AL
2941,81,60k–70k,31,1,M,4,25,1,Black,AL
2946,81,60k–70k,31,1,M,4,20,1,Black,AL
2951,81,60k–70k,31,1,M,4,15,1,Black,AL
2952,82,60k–70k,65,2,F,1,50,0,White,AL
2957,82,60k–70k,65,2,F,1,45,0,White,AL
2962,82,60k–70k,65,2,F,1,40,0,White,AL
2967,82,60k–70k,65,2,F,1,35,0,White,AL
2972,82,60k–70k,65,2,F,1,30,0,White,AL
2977,82,60k–70k,65,2,F,1,25,0,White,AL
2982,82,60k–70k,65,2,F,1,20,1,White,AL
2987,82,60k–70k,65,2,F,1,15,1,White,AL
2988,83,60k–70k,46,5,M,0,50,0,White,AL
2993,83,60k–70k,46,5,M,0,45,0,White,AL
2998,83,60k–70k,46,5,M,0,40,0,White,AL
3003,83,60k–70k,46,5,M,0,35,0,White,AL
3008,83,60k–70k,46,5,M,0,30,0,White,AL
3013,83,60k–70k,46,5,M,0,25,0,White,AL
3018,83,60k–70k,46,5,M,0,20,0,White,AL
3023,83,60k–70k,46,5,M,0,15,1,White,AL
3024,84,60k–70k,18,5,M,0,50,0,Black,AL
3029,84,60k–70k,18,5,M,0,45,0,Black,AL
3034,84,60k–70k,18,5,M,0,40,0,Black,AL
3039,84,60k–70k,18,5,M,0,35,0,Black,AL
3044,84,60k–70k,18,5,M,0,30,0,Black,AL
3049,84,60k–70k,18,5,M,0,25,0,Black,AL
3054,84,60k–70k,18,5,M,0,20,0,Black,AL
3059,84,60k–70k,18,5,M,0,15,1,Black,AL
3060,85,60k–70k,41,3,M,0,50,0,White,AL
3065,85,60k–70k,41,3,M,0,45,0,White,AL
3070,85,60k–70k,41,3,M,0,40,0,White,AL
3075,85,60k–70k,41,3,M,0,35,0,White,AL
3080,85,60k–70k,41,3,M,0,30,0,White,AL
3085,85,60k–70k,41,3,M,0,25,0,White,AL
3090,85,60k–70k,41,3,M,0,20,0,White,AL
3095,85,60k–70k,41,3,M,0,15,1,White,AL
3096,86,60k–70k,31,4,M,0,50,0,Black,AL
3101,86,60k–70k,31,4,M,0,45,0,Black,AL
3106,86,60k–70k,31,4,M,0,40,0,Black,AL
3111,86,60k–70k,31,4,M,0,35,0,Black,AL
3116,86,60k–70k,31,4,M,0,30,0,Black,AL
3121,86,60k–70k,31,4,M,0,25,1,Black,AL
3126,86,60k–70k,31,4,M,0,20,1,Black,AL
3131,86,60k–70k,31,4,M,0,15,1,Black,AL
3132,87,60k–70k,49,1,M,0,50,1,White,AL
3137,87,60k–70k,49,1,M,0,45,1,White,AL
3142,87,60k–70k,49,1,M,0,40,1,White,AL
3147,87,60k–70k,49,1,M,0,35,1,White,AL
3152,87,60k–70k,49,1,M,0,30,1,White,AL
3157,87,60k–70k,49,1,M,0,25,1,White,AL
3162,87,60k–70k,49,1,M,0,20,1,White,AL
3167,87,60k–70k,49,1,M,0,15,1,White,AL
3168,88,60k–70k,29,3,M,0,50,0,White,AL
3173,88,60k–70k,29,3,M,0,45,0,White,AL
3178,88,60k–70k,29,3,M,0,40,0,White,AL
3183,88,60k–70k,29,3,M,0,35,1,White,AL
3188,88,60k–70k,29,3,M,0,30,1,White,AL
3193,88,60k–70k,29,3,M,0,25,1,White,AL
3198,88,60k–70k,29,3,M,0,20,1,White,AL
3203,88,60k–70k,29,3,M,0,15,1,White,AL
3204,89,60k–70k,37,4,M,0,50,0,White,AL
3209,89,60k–70k,37,4,M,0,45,0,White,AL
3214,89,60k–70k,37,4,M,0,40,0,White,AL
3219,89,60k–70k,37,4,M,0,35,0,White,AL
3224,89,60k–70k,37,4,M,0,30,0,White,AL
3229,89,60k–70k,37,4,M,0,25,0,White,AL
3234,89,60k–70k,37,4,M,0,20,0,White,AL
3239,89,60k–70k,37,4,M,0,15,1,White,AL
3240,90,60k–70k,45,3,M,0,50,0,White,AL
3245,90,60k–70k,45,3,M,0,45,0,White,AL
3250,90,60k–70k,45,3,M,0,40,0,White,AL
3255,90,60k–70k,45,3,M,0,35,0,White,AL
3260,90,60k–70k,45,3,M,0,30,0,White,AL
3265,90,60k–70k,45,3,M,0,25,0,White,AL
3270,90,60k–70k,45,3,M,0,20,0,White,AL
3275,90,60k–70k,45,3,M,0,15,1,White,AL
3276,91,60k–70k,49,3,F,0,50,0,White,AL
3281,91,60k–70k,49,3,F,0,45,0,White,AL
3286,91,60k–70k,49,3,F,0,40,0,White,AL
3291,91,60k–70k,49,3,F,0,35,0,White,AL
3296,91,60k–70k,49,3,F,0,30,0,White,AL
3301,91,60k–70k,49,3,F,0,25,0,White,AL
3306,91,60k–70k,49,3,F,0,20,1,White,AL
3311,91,60k–70k,49,3,F,0,15,1,White,AL
3312,92,60k–70k,24,3,M,5,50,0,Black,AL
3317,92,60k–70k,24,3,M,5,45,0,Black,AL
3322,92,60k–70k,24,3,M,5,40,0,Black,AL
3327,92,60k–70k,24,3,M,5,35,0,Black,AL
3332,92,60k–70k,24,3,M,5,30,0,Black,AL
3337,92,60k–70k,24,3,M,5,25,1,Black,AL
3342,92,60k–70k,24,3,M,5,20,1,Black,AL
3347,92,60k–70k,24,3,M,5,15,1,Black,AL
3348,93,60k–70k,35,3,M,1,50,0,White,AL
3353,93,60k–70k,35,3,M,1,45,0,White,AL
3358,93,60k–70k,35,3,M,1,40,0,White,AL
3363,93,60k–70k,35,3,M,1,35,1,White,AL
3368,93,60k–70k,35,3,M,1,30,1,White,AL
3373,93,60k–70k,35,3,M,1,25,1,White,AL
3378,93,60k–70k,35,3,M,1,20,1,White,AL
3383,93,60k–70k,35,3,M,1,15,1,White,AL
3384,94,60k–70k,33,5,M,0,50,0,White,AL
3389,94,60k–70k,33,5,M,0,45,0,White,AL
3394,94,60k–70k,33,5,M,0,40,0,White,AL
3399,94,60k–70k,33,5,M,0,35,0,White,AL
3404,94,60k–70k,33,5,M,0,30,0,White,AL
3409,94,60k–70k,33,5,M,0,25,0,White,AL
3414,94,60k–70k,33,5,M,0,20,0,White,AL
3419,94,60k–70k,33,5,M,0,15,1,White,AL
3420,95,60k–70k,31,3,M,0,50,0,White,AL
3425,95,60k–70k,31,3,M,0,45,0,White,AL
3430,95,60k–70k,31,3,M,0,40,0,White,AL
3435,95,60k–70k,31,3,M,0,35,0,White,AL
3440,95,60k–70k,31,3,M,0,30,1,White,AL
3445,95,60k–70k,31,3,M,0,25,1,White,AL
3450,95,60k–70k,31,3,M,0,20,1,White,AL
3455,95,60k–70k,31,3,M,0,15,1,White,AL
3456,96,60k–70k,60,5,F,1,50,0,Black,AL
3461,96,60k–70k,60,5,F,1,45,0,Black,AL
3466,96,60k–70k,60,5,F,1,40,0,Black,AL
3471,96,60k–70k,60,5,F,1,35,0,Black,AL
3476,96,60k–70k,60,5,F,1,30,0,Black,AL
3481,96,60k–70k,60,5,F,1,25,0,Black,AL
3486,96,60k–70k,60,5,F,1,20,0,Black,AL
3491,96,60k–70k,60,5,F,1,15,0,Black,AL
3492,97,60k–70k,44,2,F,0,50,0,Black,AL
3497,97,60k–70k,44,2,F,0,45,0,Black,AL
3502,97,60k–70k,44,2,F,0,40,1,Black,AL
3507,97,60k–70k,44,2,F,0,35,1,Black,AL
3512,97,60k–70k,44,2,F,0,30,1,Black,AL
3517,97,60k–70k,44,2,F,0,25,1,Black,AL
3522,97,60k–70k,44,2,F,0,20,1,Black,AL
3527,97,60k–70k,44,2,F,0,15,1,Black,AL
3528,98,60k–70k,24,2,M,0,50,1,Black,AL
3533,98,60k–70k,24,2,M,0,45,1,Black,AL
3538,98,60k–70k,24,2,M,0,40,1,Black,AL
3543,98,60k–70k,24,2,M,0,35,1,Black,AL
3548,98,60k–70k,24,2,M,0,30,1,Black,AL
3553,98,60k–70k,24,2,M,0,25,1,Black,AL
3558,98,60k–70k,24,2,M,0,20,1,Black,AL
3563,98,60k–70k,24,2,M,0,15,1,Black,AL
3564,99,60k–70k,50,5,M,0,50,0,White,AL
3569,99,60k–70k,50,5,M,0,45,0,White,AL
3574,99,60k–70k,50,5,M,0,40,0,White,AL
3579,99,60k–70k,50,5,M,0,35,0,White,AL
3584,99,60k–70k,50,5,M,0,30,0,White,AL
3589,99,60k–70k,50,5,M,0,25,0,White,AL
3594,99,60k–70k,50,5,M,0,20,0,White,AL
3599,99,60k–70k,50,5,M,0,15,0,White,AL
3600,100,60k–70k,64,3,F,0,50,0,White,AL
3605,100,60k–70k,64,3,F,0,45,0,White,AL
3610,100,60k–70k,64,3,F,0,40,0,White,AL
3615,100,60k–70k,64,3,F,0,35,0,White,AL
3620,100,60k–70k,64,3,F,0,30,0,White,AL
3625,100,60k–70k,64,3,F,0,25,0,White,AL
3630,100,60k–70k,64,3,F,0,20,0,White,AL
3635,100,60k–70k,64,3,F,0,15,1,White,AL
3636,101,60k–70k,51,3,F,0,50,0,White,AL
3641,101,60k–70k,51,3,F,0,45,0,White,AL
3646,101,60k–70k,51,3,F,0,40,0,White,AL
3651,101,60k–70k,51,3,F,0,35,0,White,AL
3656,101,60k–70k,51,3,F,0,30,0,White,AL
3661,101,60k–70k,51,3,F,0,25,0,White,AL
3666,101,60k–70k,51,3,F,0,20,1,White,AL
3671,101,60k–70k,51,3,F,0,15,1,White,AL
3672,102,60k–70k,21,3,M,1,50,0,White,AL
3677,102,60k–70k,21,3,M,1,45,0,White,AL
3682,102,60k–70k,21,3,M,1,40,0,White,AL
3687,102,60k–70k,21,3,M,1,35,0,White,AL
3692,102,60k–70k,21,3,M,1,30,1,White,AL
3697,102,60k–70k,21,3,M,1,25,1,White,AL
3702,102,60k–70k,21,3,M,1,20,1,White,AL
3707,102,60k–70k,21,3,M,1,15,1,White,AL
3708,103,60k–70k,33,6,M,5,50,0,White,AL
3713,103,60k–70k,33,6,M,5,45,0,White,AL
3718,103,60k–70k,33,6,M,5,40,0,White,AL
3723,103,60k–70k,33,6,M,5,35,0,White,AL
3728,103,60k–70k,33,6,M,5,30,0,White,AL
3733,103,60k–70k,33,6,M,5,25,0,White,AL
3738,103,60k–70k,33,6,M,5,20,0,White,AL
3743,103,60k–70k,33,6,M,5,15,0,White,AL
3744,104,60k–70k,54,6,M,0,50,0,Black,AL
3749,104,60k–70k,54,6,M,0,45,0,Black,AL
3754,104,60k–70k,54,6,M,0,40,0,Black,AL
3759,104,60k–70k,54,6,M,0,35,0,Black,AL
3764,104,60k–70k,54,6,M,0,30,0,Black,AL
3769,104,60k–70k,54,6,M,0,25,0,Black,AL
3774,104,60k–70k,54,6,M,0,20,0,Black,AL
3779,104,60k–70k,54,6,M,0,15,0,Black,AL
3780,105,60k–70k,30,3,F,0,50,0,White,AL
3785,105,60k–70k,30,3,F,0,45,0,White,AL
3790,105,60k–70k,30,3,F,0,40,0,White,AL
3795,105,60k–70k,30,3,F,0,35,0,White,AL
3800,105,60k–70k,30,3,F,0,30,1,White,AL
3805,105,60k–70k,30,3,F,0,25,1,White,AL
3810,105,60k–70k,30,3,F,0,20,1,White,AL
3815,105,60k–70k,30,3,F,0,15,1,White,AL
3816,106,60k–70k,44,5,M,2,50,0,White,AL
3821,106,60k–70k,44,5,M,2,45,0,White,AL
3826,106,60k–70k,44,5,M,2,40,0,White,AL
3831,106,60k–70k,44,5,M,2,35,0,White,AL
3836,106,60k–70k,44,5,M,2,30,0,White,AL
3841,106,60k–70k,44,5,M,2,25,0,White,AL
3846,106,60k–70k,44,5,M,2,20,0,White,AL
3851,106,60k–70k,44,5,M,2,15,1,White,AL
3852,107,60k–70k,48,2,F,0,50,0,White,AL
3857,107,60k–70k,48,2,F,0,45,0,White,AL
3862,107,60k–70k,48,2,F,0,40,0,White,AL
3867,107,60k–70k,48,2,F,0,35,1,White,AL
3872,107,60k–70k,48,2,F,0,30,1,White,AL
3877,107,60k–70k,48,2,F,0,25,1,White,AL
3882,107,60k–70k,48,2,F,0,20,1,White,AL
3887,107,60k–70k,48,2,F,0,15,1,White,AL
3888,108,60k–70k,28,4,M,1,50,0,White,AL
3893,108,60k–70k,28,4,M,1,45,0,White,AL
3898,108,60k–70k,28,4,M,1,40,0,White,AL
3903,108,60k–70k,28,4,M,1,35,0,White,AL
3908,108,60k–70k,28,4,M,1,30,0,White,AL
3913,108,60k–70k,28,4,M,1,25,0,White,AL
3918,108,60k–70k,28,4,M,1,20,1,White,AL
3923,108,60k–70k,28,4,M,1,15,1,White,AL
3924,109,60k–70k,38,3,M,0,50,0,White,AL
3929,109,60k–70k,38,3,M,0,45,0,White,AL
3934,109,60k–70k,38,3,M,0,40,0,White,AL
3939,109,60k–70k,38,3,M,0,35,0,White,AL
3944,109,60k–70k,38,3,M,0,30,0,White,AL
3949,109,60k–70k,38,3,M,0,25,1,White,AL
3954,109,60k–70k,38,3,M,0,20,1,White,AL
3959,109,60k–70k,38,3,M,0,15,1,White,AL
3960,110,60k–70k,18,2,M,0,50,1,White,AL
3965,110,60k–70k,18,2,M,0,45,1,White,AL
3970,110,60k–70k,18,2,M,0,40,1,White,AL
3975,110,60k–70k,18,2,M,0,35,1,White,AL
3980,110,60k–70k,18,2,M,0,30,1,White,AL
3985,110,60k–70k,18,2,M,0,25,1,White,AL
3990,110,60k–70k,18,2,M,0,20,1,White,AL
3995,110,60k–70k,18,2,M,0,15,1,White,AL
3996,111,60k–70k,27,4,M,0,50,0,Black,AL
4001,111,60k–70k,27,4,M,0,45,0,Black,AL
4006,111,60k–70k,27,4,M,0,40,0,Black,AL
4011,111,60k–70k,27,4,M,0,35,0,Black,AL
4016,111,60k–70k,27,4,M,0,30,0,Black,AL
4021,111,60k–70k,27,4,M,0,25,0,Black,AL
4026,111,60k–70k,27,4,M,0,20,0,Black,AL
4031,111,60k–70k,27,4,M,0,15,1,Black,AL
4032,112,60k–70k,36,1,M,0,50,1,Black,AL
4037,112,60k–70k,36,1,M,0,45,1,Black,AL
4042,112,60k–70k,36,1,M,0,40,1,Black,AL
4047,112,60k–70k,36,1,M,0,35,1,Black,AL
4052,112,60k–70k,36,1,M,0,30,1,Black,AL
4057,112,60k–70k,36,1,M,0,25,1,Black,AL
4062,112,60k–70k,36,1,M,0,20,1,Black,AL
4067,112,60k–70k,36,1,M,0,15,1,Black,AL
4068,113,60k–70k,24,3,M,0,50,0,White,AL
4073,113,60k–70k,24,3,M,0,45,0,White,AL
4078,113,60k–70k,24,3,M,0,40,0,White,AL
4083,113,60k–70k,24,3,M,0,35,0,White,AL
4088,113,60k–70k,24,3,M,0,30,1,White,AL
4093,113,60k–70k,24,3,M,0,25,1,White,AL
4098,113,60k–70k,24,3,M,0,20,1,White,AL
4103,113,60k–70k,24,3,M,0,15,1,White,AL
4104,114,60k–70k,58,1,M,0,50,0,White,AL
4109,114,60k–70k,58,1,M,0,45,0,White,AL
4114,114,60k–70k,58,1,M,0,40,0,White,AL
4119,114,60k–70k,58,1,M,0,35,0,White,AL
4124,114,60k–70k,58,1,M,0,30,1,White,AL
4129,114,60k–70k,58,1,M,0,25,1,White,AL
4134,114,60k–70k,58,1,M,0,20,1,White,AL
4139,114,60k–70k,58,1,M,0,15,1,White,AL
4140,115,60k–70k,22,3,F,0,50,0,White,AL
4145,115,60k–70k,22,3,F,0,45,1,White,AL
4150,115,60k–70k,22,3,F,0,40,1,White,AL
4155,115,60k–70k,22,3,F,0,35,1,White,AL
4160,115,60k–70k,22,3,F,0,30,1,White,AL
4165,115,60k–70k,22,3,F,0,25,1,White,AL
4170,115,60k–70k,22,3,F,0,20,1,White,AL
4175,115,60k–70k,22,3,F,0,15,1,White,AL
4176,116,60k–70k,34,3,M,0,50,0,White,AL
4181,116,60k–70k,34,3,M,0,45,0,White,AL
4186,116,60k–70k,34,3,M,0,40,0,White,AL
4191,116,60k–70k,34,3,M,0,35,0,White,AL
4196,116,60k–70k,34,3,M,0,30,1,White,AL
4201,116,60k–70k,34,3,M,0,25,1,White,AL
4206,116,60k–70k,34,3,M,0,20,1,White,AL
4211,116,60k–70k,34,3,M,0,15,1,White,AL
4212,117,60k–70k,40,1,M,0,50,1,Black,AL
4217,117,60k–70k,40,1,M,0,45,1,Black,AL
4222,117,60k–70k,40,1,M,0,40,1,Black,AL
4227,117,60k–70k,40,1,M,0,35,1,Black,AL
4232,117,60k–70k,40,1,M,0,30,1,Black,AL
4237,117,60k–70k,40,1,M,0,25,1,Black,AL
4242,117,60k–70k,40,1,M,0,20,1,Black,AL
4247,117,60k–70k,40,1,M,0,15,1,Black,AL
4248,118,60k–70k,56,2,F,1,50,0,Black,AL
4253,118,60k–70k,56,2,F,1,45,0,Black,AL
4258,118,60k–70k,56,2,F,1,40,0,Black,AL
4263,118,60k–70k,56,2,F,1,35,0,Black,AL
4268,118,60k–70k,56,2,F,1,30,0,Black,AL
4273,118,60k–70k,56,2,F,1,25,1,Black,AL
4278,118,60k–70k,56,2,F,1,20,1,Black,AL
4283,118,60k–70k,56,2,F,1,15,1,Black,AL
4284,119,60k–70k,22,4,F,3,50,0,White,AL
4289,119,60k–70k,22,4,F,3,45,0,White,AL
4294,119,60k–70k,22,4,F,3,40,0,White,AL
4299,119,60k–70k,22,4,F,3,35,0,White,AL
4304,119,60k–70k,22,4,F,3,30,0,White,AL
4309,119,60k–70k,22,4,F,3,25,0,White,AL
4314,119,60k–70k,22,4,F,3,20,1,White,AL
4319,119,60k–70k,22,4,F,3,15,1,White,AL
4320,120,60k–70k,53,2,F,0,50,0,White,AL
4325,120,60k–70k,53,2,F,0,45,0,White,AL
4330,120,60k–70k,53,2,F,0,40,0,White,AL
4335,120,60k–70k,53,2,F,0,35,0,White,AL
4340,120,60k–70k,53,2,F,0,30,0,White,AL
4345,120,60k–70k,53,2,F,0,25,1,White,AL
4350,120,60k–70k,53,2,F,0,20,1,White,AL
4355,120,60k–70k,53,2,F,0,15,1,White,AL
4356,121,60k–70k,39,5,F,1,50,0,Black,AL
4361,121,60k–70k,39,5,F,1,45,0,Black,AL
4366,121,60k–70k,39,5,F,1,40,0,Black,AL
4371,121,60k–70k,39,5,F,1,35,0,Black,AL
4376,121,60k–70k,39,5,F,1,30,0,Black,AL
4381,121,60k–70k,39,5,F,1,25,0,Black,AL
4386,121,60k–70k,39,5,F,1,20,0,Black,AL
4391,121,60k–70k,39,5,F,1,15,0,Black,AL
4392,122,60k–70k,27,1,M,0,50,1,White,AL
4397,122,60k–70k,27,1,M,0,45,1,White,AL
4402,122,60k–70k,27,1,M,0,40,1,White,AL
4407,122,60k–70k,27,1,M,0,35,1,White,AL
4412,122,60k–70k,27,1,M,0,30,1,White,AL
4417,122,60k–70k,27,1,M,0,25,1,White,AL
4422,122,60k–70k,27,1,M,0,20,1,White,AL
4427,122,60k–70k,27,1,M,0,15,1,White,AL
4428,123,60k–70k,44,3,M,0,50,0,Black,AL
4433,123,60k–70k,44,3,M,0,45,0,Black,AL
4438,123,60k–70k,44,3,M,0,40,0,Black,AL
4443,123,60k–70k,44,3,M,0,35,0,Black,AL
4448,123,60k–70k,44,3,M,0,30,0,Black,AL
